"size","sim","serie","p1","p2","p3"
100,68,"x4",2,0,0
100,68,"x5",6,2,0
100,68,"x6",3,1,0
100,68,"x7",1,0,0
100,68,"x8",2,1,0
100,68,"x9",13,8,3
100,68,"x10",21,15,9
100,68,"x11",12,9,0
100,68,"x12",7,3,2
100,68,"x13",1,0,0
100,68,"x14",3,1,0
100,69,"x1",2,0,0
100,69,"x2",3,2,1
100,69,"x3",2,1,0
100,69,"x4",12,1,0
100,69,"x5",29,18,14
100,69,"x6",3,1,0
100,69,"x7",26,2,1
100,69,"x8",2,1,0
100,69,"x9",13,2,1
100,69,"x10",8,2,1
100,69,"x11",0,0,0
100,69,"x12",2,1,0
100,69,"x13",1,0,0
100,69,"x14",15,3,2
100,70,"x1",4,1,0
100,70,"x2",4,1,0
100,70,"x3",4,3,2
100,70,"x4",0,0,0
100,70,"x5",12,4,2
100,70,"x6",1,0,0
100,70,"x7",2,1,0
100,70,"x8",16,3,2
100,70,"x9",24,20,10
100,70,"x10",11,5,2
100,70,"x11",0,0,0
100,70,"x12",27,2,1
100,70,"x13",1,0,0
100,70,"x14",1,0,0
100,71,"x1",29,11,8
100,71,"x2",3,2,1
100,71,"x3",2,1,0
100,71,"x4",2,1,0
100,71,"x5",16,6,1
100,71,"x6",1,0,0
100,71,"x7",2,1,0
100,71,"x8",21,2,1
100,71,"x9",26,7,2
100,71,"x10",25,11,10
